filename, file size, TTH (time to handle), compression
rpi_lora_lte_records_2021-05-14T22-00-55.770345.csv_1,30724,7.75813484192,True
rpi_lora_lte_records_2021-05-14T22-01-00.061157.csv_1,30724,4.81481194496,True
rpi_lora_lte_records_2021-05-14T22-00-55.770345.csv_2,30724,6.06516313553,True
rpi_lora_lte_records_2021-05-14T22-01-04.846848.csv_1,30724,5.50659298897,True
rpi_lora_lte_records_2021-05-14T22-01-00.061157.csv_2,30724,5.85743498802,True
rpi_lora_lte_records_2021-05-14T22-00-55.770345.csv_3,30724,5.01912808418,True
rpi_lora_lte_records_2021-05-14T22-01-12.344210.csv_1,30724,5.83537983894,True
rpi_lora_lte_records_2021-05-14T22-01-04.846848.csv_2,30724,4.73157501221,True
rpi_lora_lte_records_2021-05-14T22-01-00.061157.csv_3,30724,4.68890714645,True
rpi_lora_lte_records_2021-05-14T22-00-55.770345.csv_4,30724,4.86291503906,True
rpi_lora_lte_records_2021-05-14T22-01-15.807989.csv_1,30724,5.92335796356,True
rpi_lora_lte_records_2021-05-14T22-01-04.846848.csv_3,30724,4.87234997749,True
rpi_lora_lte_records_2021-05-14T22-01-00.061157.csv_4,30724,4.57343316078,True
rpi_lora_lte_records_2021-05-14T22-00-55.770345.csv_5,30724,4.83938908577,True
rpi_lora_lte_records_2021-05-14T22-01-12.344210.csv_2,30724,5.67371106148,True
rpi_lora_lte_records_2021-05-14T22-01-19.081368.csv_1,30724,4.69542789459,True
rpi_lora_lte_records_2021-05-14T22-01-04.846848.csv_4,30724,4.78140997887,True
rpi_lora_lte_records_2021-05-14T22-01-00.061157.csv_5,30724,4.67517995834,True
rpi_lora_lte_records_2021-05-14T22-01-22.742326.csv_1,30724,5.9344291687,True
rpi_lora_lte_records_2021-05-14T22-01-15.807989.csv_2,30724,4.73047113419,True
rpi_lora_lte_records_2021-05-14T22-01-12.344210.csv_3,30724,4.65818691254,True
rpi_lora_lte_records_2021-05-14T22-01-04.846848.csv_5,30724,4.67615103722,True
