filename, file size, TTH (time to handle), compression
rpi_lora_lte_records_2021-05-14T22-00-55.770345.csv_1,18416,7.49536418915,False
rpi_lora_lte_records_2021-05-14T22-01-00.061157.csv_1,19104,6.93055891991,False
rpi_lora_lte_records_2021-05-14T22-00-55.770345.csv_2,18416,5.57539200783,False
rpi_lora_lte_records_2021-05-14T22-01-04.846848.csv_1,19100,4.53832411766,False
rpi_lora_lte_records_2021-05-14T22-01-00.061157.csv_2,19104,5.74622392654,False
rpi_lora_lte_records_2021-05-14T22-00-55.770345.csv_3,18416,4.65367412567,False
rpi_lora_lte_records_2021-05-14T22-01-04.846848.csv_2,19100,5.78352499008,False
rpi_lora_lte_records_2021-05-14T22-01-00.061157.csv_3,19104,4.63268303871,False
rpi_lora_lte_records_2021-05-14T22-01-12.344210.csv_1,18384,4.53601503372,False
rpi_lora_lte_records_2021-05-14T22-00-55.770345.csv_4,18416,4.57916998863,False
rpi_lora_lte_records_2021-05-14T22-01-04.846848.csv_3,19100,5.75362706184,False
rpi_lora_lte_records_2021-05-14T22-01-15.807989.csv_1,19108,4.59628200531,False
rpi_lora_lte_records_2021-05-14T22-01-00.061157.csv_4,19104,4.66702699661,False
rpi_lora_lte_records_2021-05-14T22-00-55.770345.csv_5,18416,4.70325279236,False
rpi_lora_lte_records_2021-05-14T22-01-12.344210.csv_2,18384,5.64173579216,False
rpi_lora_lte_records_2021-05-14T22-01-19.081368.csv_1,18380,4.53906083107,False
rpi_lora_lte_records_2021-05-14T22-01-04.846848.csv_4,19100,4.79498910904,False
rpi_lora_lte_records_2021-05-14T22-01-00.061157.csv_5,19104,4.51441788673,False
rpi_lora_lte_records_2021-05-14T22-01-15.807989.csv_2,19108,5.86898183823,False
rpi_lora_lte_records_2021-05-14T22-01-12.344210.csv_3,18384,4.70854783058,False
rpi_lora_lte_records_2021-05-14T22-01-22.742326.csv_1,18856,4.57302999496,False
rpi_lora_lte_records_2021-05-14T22-01-04.846848.csv_5,19100,4.64683294296,False
rpi_lora_lte_records_2021-05-14T22-01-19.081368.csv_2,18380,5.71787285805,False
rpi_lora_lte_records_2021-05-14T22-01-15.807989.csv_3,19108,4.78110790253,False
rpi_lora_lte_records_2021-05-14T22-01-25.822730.csv_1,18456,4.5122461319,False
rpi_lora_lte_records_2021-05-14T22-01-12.344210.csv_4,18384,4.53633284569,False
rpi_lora_lte_records_2021-05-14T22-01-22.742326.csv_2,18856,4.85173988342,False
rpi_lora_lte_records_2021-05-14T22-01-19.081368.csv_3,18380,4.72889089584,False
rpi_lora_lte_records_2021-05-14T22-01-28.438154.csv_1,19128,4.72416901588,False
rpi_lora_lte_records_2021-05-14T22-01-15.807989.csv_4,19108,4.72228384018,False
rpi_lora_lte_records_2021-05-14T22-01-12.344210.csv_5,18384,4.64959287643,False
rpi_lora_lte_records_2021-05-14T22-01-25.822730.csv_2,18456,4.51447296143,False
