filename, file size, TTH (time to handle), compression
rpi_lora_lte_records_2021-05-17T02-02-51.098981.csv_1,153610,9.40920090675,False
rpi_lora_lte_records_2021-05-17T02-02-51.098981.csv_2,153610,6.53037905693,False
rpi_lora_lte_records_2021-05-17T02-02-51.098981.csv_3,153610,6.60021805763,False
rpi_lora_lte_records_2021-05-17T02-02-51.098981.csv_4,153610,6.75702095032,False
rpi_lora_lte_records_2021-05-17T02-02-51.098981.csv_5,153610,6.74042010307,False
rpi_lora_lte_records_2021-05-17T02-03-02.026539.csv_1,153610,6.52026200294,False
rpi_lora_lte_records_2021-05-17T02-03-02.026539.csv_2,153610,5.23853802681,False
rpi_lora_lte_records_2021-05-17T02-03-02.026539.csv_3,153610,5.53717303276,False
rpi_lora_lte_records_2021-05-17T02-03-02.026539.csv_4,153610,5.37039804459,False
rpi_lora_lte_records_2021-05-17T02-03-02.026539.csv_5,153610,5.65771222115,False
