filename, file size, TTH (time to handle), compression
rpi_lora_lte_records_2021-05-17T02-02-51.098981.csv_1,153610,7.01338601112,True
rpi_lora_lte_records_2021-05-17T02-02-51.098981.csv_2,153610,6.60572385788,True
rpi_lora_lte_records_2021-05-17T02-02-51.098981.csv_3,153610,6.60716414452,True
rpi_lora_lte_records_2021-05-17T02-02-51.098981.csv_4,153610,6.73059821129,True
rpi_lora_lte_records_2021-05-17T02-02-51.098981.csv_5,153610,6.46768307686,True
rpi_lora_lte_records_2021-05-17T02-03-02.026539.csv_1,153610,7.0061211586,True
rpi_lora_lte_records_2021-05-17T02-03-02.026539.csv_2,153610,5.67743587494,True
rpi_lora_lte_records_2021-05-17T02-03-02.026539.csv_3,153610,6.15775609016,True
rpi_lora_lte_records_2021-05-17T02-03-02.026539.csv_4,153610,5.56573605537,True
rpi_lora_lte_records_2021-05-17T02-03-02.026539.csv_5,153610,5.53281712532,True
