filename, file size, TTH (time to handle), compression
iasc2021-06-10T23-01-25.368213.csv,20482,1623355290.3909519,False
iasc2021-06-10T23-03-05.602105.csv,20482,1623355387.6727057,False
iasc2021-06-10T23-04-45.891260.csv,20482,1623355501.685581,False
iasc2021-06-10T23-06-26.129834.csv,20482,1623355589.0775452,False
iasc2021-06-10T23-08-06.419710.csv,20482,1623355687.0239475,False
iasc2021-06-10T23-09-46.704595.csv,20482,1623355807.1567554,False
iasc2021-06-10T23-11-26.983870.csv,20482,1623355887.8917944,False
iasc2021-06-10T23-13-07.153924.csv,20482,1623355990.175498,False
iasc2021-06-10T23-14-47.403912.csv,20482,1623356090.3134844,False
iasc2021-06-10T23-16-27.633943.csv,20482,1623356190.1934988,False
iasc2021-06-10T23-18-07.921039.csv,20482,1623356320.9208806,False
iasc2021-06-10T23-19-48.155043.csv,20482,1623356393.2016141,False
iasc2021-06-10T23-21-28.388984.csv,20482,1623356490.7870126,False
iasc2021-06-10T23-23-08.675230.csv,20482,1623356590.9381688,False
iasc2021-06-10T23-24-48.963880.csv,20482,1623356692.6974368,False
iasc2021-06-10T23-26-29.222235.csv,20482,1623356792.2644563,False
iasc2021-06-10T23-28-09.505318.csv,20482,1623356891.5175562,False
