filename, file size, TTH (time to handle), compression
iasc2021-06-10T21-57-15.301598.csv_1,20482,1623351515.0311682,False
iasc2021-06-10T21-56-44.573568.csv_2,20482,1623351536.5004337,False
iasc2021-06-10T21-59-15.463938.csv_1,20482,1623351667.7869503,False
iasc2021-06-10T22-01-15.653929.csv_1,20482,1623351779.0514963,False
iasc2021-06-10T21-58-44.796928.csv_2,20482,1623351790.1348195,False
iasc2021-06-10T22-03-15.903942.csv_1,20482,1623351891.4482083,False
iasc2021-06-10T22-05-16.153943.csv_1,20482,1623352002.7605054,False
iasc2021-06-10T22-00-45.044590.csv_2,20482,1623352023.7396705,False
iasc2021-06-10T22-07-16.363918.csv_1,20482,1623352135.789351,False
iasc2021-06-10T22-09-16.652352.csv_1,20482,1623352227.0755458,False
iasc2021-06-10T22-02-45.276887.csv_2,20482,1623352248.0209646,False
iasc2021-06-10T22-11-16.903911.csv_1,20482,1623352399.3359141,False
iasc2021-06-10T22-13-17.179002.csv_1,20482,1623352510.562361,False
iasc2021-06-10T22-04-45.509201.csv_2,20482,1623352521.4946423,False
iasc2021-06-10T22-15-17.403923.csv_1,20482,1623352592.6756918,False
iasc2021-06-10T22-17-17.653923.csv_1,20482,1623352734.057158,False
iasc2021-06-10T22-06-45.770465.csv_2,20482,1623352735.5352066,False
iasc2021-06-10T22-19-17.853926.csv_1,20482,1623352846.767421,False
iasc2021-06-10T22-08-46.003337.csv_2,20482,1623352887.8311598,False
iasc2021-06-10T22-21-18.146531.csv_1,20482,1623352969.1894794,False
iasc2021-06-10T22-23-18.424007.csv_1,20482,1623353090.8456979,False
iasc2021-06-10T22-10-46.236068.csv_2,20482,1623353111.9387,False
