filename, file size, TTH (time to handle), compression
iasc2021-06-10T23-01-25.368213.csv_1,20482,1623355361.7593565,False
iasc2021-06-10T23-03-05.602105.csv_1,20482,1623355503.0587034,False
iasc2021-06-10T23-04-45.891260.csv_1,20482,1623355584.2488968,False
iasc2021-06-10T23-06-26.129834.csv_1,20482,1623355676.1484475,False
iasc2021-06-10T23-08-06.419710.csv_1,20482,1623355817.4913251,False
iasc2021-06-10T23-09-46.704595.csv_1,20482,1623355898.69704,False
iasc2021-06-10T23-11-26.983870.csv_1,20482,1623355969.8418229,False
iasc2021-06-10T23-01-42.190604.csv_2,20482,1623355970.72898,False
iasc2021-06-10T23-13-07.153924.csv_1,20482,1623356062.0213504,False
iasc2021-06-10T23-14-47.403912.csv_1,20482,1623356163.3437443,False
iasc2021-06-10T23-03-22.420620.csv_2,20482,1623356164.214197,False
iasc2021-06-10T23-16-27.633943.csv_1,20482,1623356325.525393,False
iasc2021-06-10T23-18-07.921039.csv_1,20482,1623356396.71904,False
iasc2021-06-10T23-19-48.155043.csv_1,20482,1623356477.9030738,False
iasc2021-06-10T23-21-28.388984.csv_1,20482,1623356569.149287,False
iasc2021-06-10T23-05-02.576961.csv_2,20482,1623356580.15854,False
iasc2021-06-10T23-23-08.675230.csv_1,20482,1623356701.6978228,False
iasc2021-06-10T23-24-48.963880.csv_1,20482,1623356782.9794412,False
iasc2021-06-10T23-26-29.222235.csv_1,20482,1623356884.302001,False
iasc2021-06-10T23-28-09.505318.csv_1,20482,1623356985.4743092,False
