filename, file size, TTH (time to handle), compression
iasc2021-06-10T21-56-44.573568.csv,20482,1623351405.0011675,False
iasc2021-06-10T21-58-44.796928.csv,20482,1623351528.7648108,False
iasc2021-06-10T22-00-45.044590.csv,20482,1623351787.1561491,False
iasc2021-06-10T22-00-45.044590.csv,20482,1623351787.1561491,False
iasc2021-06-10T22-02-45.276887.csv,20482,1623352020.7002337,False
iasc2021-06-10T22-04-45.509201.csv,20482,1623352237.7735665,False
iasc2021-06-10T22-04-45.509201.csv,20482,1623352237.7735665,False
iasc2021-06-10T22-06-45.770465.csv,20482,1623352511.9865105,False
iasc2021-06-10T22-04-45.509201.csv,20482,1623352237.7735665,False
iasc2021-06-10T22-06-45.770465.csv,20482,1623352511.9865105,False
iasc2021-06-10T22-08-46.003337.csv,20482,1623352732.2137077,False
iasc2021-06-10T22-10-46.236068.csv,20482,1623352878.6348002,False
